78,2015-03-19,2015,3,"Marzo",1,18,"Miércoles",f
79,2015-03-20,2015,3,"Marzo",1,19,"Jueves",f
80,2015-03-21,2015,3,"Marzo",1,20,"Viernes",f
81,2015-03-22,2015,3,"Marzo",1,21,"Sábado",t
82,2015-03-23,2015,3,"Marzo",1,22,"Domingo",t
83,2015-03-24,2015,3,"Marzo",1,23,"Lunes",f
84,2015-03-25,2015,3,"Marzo",1,24,"Martes",f
85,2015-03-26,2015,3,"Marzo",1,25,"Miércoles",f
86,2015-03-27,2015,3,"Marzo",1,26,"Jueves",f
87,2015-03-28,2015,3,"Marzo",1,27,"Viernes",f
88,2015-03-29,2015,3,"Marzo",1,28,"Sábado",t
89,2015-03-30,2015,3,"Marzo",1,29,"Domingo",t
90,2015-03-31,2015,3,"Marzo",1,30,"Lunes",f
91,2015-04-01,2015,3,"Marzo",1,31,"Martes",f
92,2015-04-02,2015,4,"Abril",2,1,"Miércoles",f
93,2015-04-03,2015,4,"Abril",2,2,"Jueves",f
94,2015-04-04,2015,4,"Abril",2,3,"Viernes",f
95,2015-04-05,2015,4,"Abril",2,4,"Sábado",t
96,2015-04-06,2015,4,"Abril",2,5,"Domingo",t
97,2015-04-07,2015,4,"Abril",2,6,"Lunes",f
98,2015-04-08,2015,4,"Abril",2,7,"Martes",f
99,2015-04-09,2015,4,"Abril",2,8,"Miércoles",f
100,2015-04-10,2015,4,"Abril",2,9,"Jueves",f
101,2015-04-11,2015,4,"Abril",2,10,"Viernes",f
102,2015-04-12,2015,4,"Abril",2,11,"Sábado",t
103,2015-04-13,2015,4,"Abril",2,12,"Domingo",t
104,2015-04-14,2015,4,"Abril",2,13,"Lunes",f
105,2015-04-15,2015,4,"Abril",2,14,"Martes",f
106,2015-04-16,2015,4,"Abril",2,15,"Miércoles",f
107,2015-04-17,2015,4,"Abril",2,16,"Jueves",f
108,2015-04-18,2015,4,"Abril",2,17,"Viernes",f
109,2015-04-19,2015,4,"Abril",2,18,"Sábado",t
110,2015-04-20,2015,4,"Abril",2,19,"Domingo",t
111,2015-04-21,2015,4,"Abril",2,20,"Lunes",f
112,2015-04-22,2015,4,"Abril",2,21,"Martes",f
113,2015-04-23,2015,4,"Abril",2,22,"Miércoles",f
114,2015-04-24,2015,4,"Abril",2,23,"Jueves",f
115,2015-04-25,2015,4,"Abril",2,24,"Viernes",f
116,2015-04-26,2015,4,"Abril",2,25,"Sábado",t
117,2015-04-27,2015,4,"Abril",2,26,"Domingo",t
118,2015-04-28,2015,4,"Abril",2,27,"Lunes",f
119,2015-04-29,2015,4,"Abril",2,28,"Martes",f
120,2015-04-30,2015,4,"Abril",2,29,"Miércoles",f
121,2015-05-01,2015,4,"Abril",2,30,"Jueves",f
122,2015-05-02,2015,5,"Mayo",2,1,"Viernes",f
123,2015-05-03,2015,5,"Mayo",2,2,"Sábado",t
124,2015-05-04,2015,5,"Mayo",2,3,"Domingo",t
125,2015-05-05,2015,5,"Mayo",2,4,"Lunes",f
126,2015-05-06,2015,5,"Mayo",2,5,"Martes",f
127,2015-05-07,2015,5,"Mayo",2,6,"Miércoles",f
128,2015-05-08,2015,5,"Mayo",2,7,"Jueves",f
129,2015-05-09,2015,5,"Mayo",2,8,"Viernes",f
130,2015-05-10,2015,5,"Mayo",2,9,"Sábado",t
131,2015-05-11,2015,5,"Mayo",2,10,"Domingo",t
132,2015-05-12,2015,5,"Mayo",2,11,"Lunes",f
133,2015-05-13,2015,5,"Mayo",2,12,"Martes",f
134,2015-05-14,2015,5,"Mayo",2,13,"Miércoles",f
135,2015-05-15,2015,5,"Mayo",2,14,"Jueves",f
136,2015-05-16,2015,5,"Mayo",2,15,"Viernes",f
137,2015-05-17,2015,5,"Mayo",2,16,"Sábado",t
138,2015-05-18,2015,5,"Mayo",2,17,"Domingo",t
139,2015-05-19,2015,5,"Mayo",2,18,"Lunes",f
140,2015-05-20,2015,5,"Mayo",2,19,"Martes",f
141,2015-05-21,2015,5,"Mayo",2,20,"Miércoles",f
142,2015-05-22,2015,5,"Mayo",2,21,"Jueves",f
143,2015-05-23,2015,5,"Mayo",2,22,"Viernes",f
144,2015-05-24,2015,5,"Mayo",2,23,"Sábado",t
145,2015-05-25,2015,5,"Mayo",2,24,"Domingo",t
146,2015-05-26,2015,5,"Mayo",2,25,"Lunes",f
147,2015-05-27,2015,5,"Mayo",2,26,"Martes",f
148,2015-05-28,2015,5,"Mayo",2,27,"Miércoles",f
149,2015-05-29,2015,5,"Mayo",2,28,"Jueves",f
150,2015-05-30,2015,5,"Mayo",2,29,"Viernes",f
151,2015-05-31,2015,5,"Mayo",2,30,"Sábado",t
152,2015-06-01,2015,5,"Mayo",2,31,"Domingo",t
153,2015-06-02,2015,6,"Junio",2,1,"Lunes",f
154,2015-06-03,2015,6,"Junio",2,2,"Martes",f
155,2015-06-04,2015,6,"Junio",2,3,"Miércoles",f
156,2015-06-05,2015,6,"Junio",2,4,"Jueves",f
157,2015-06-06,2015,6,"Junio",2,5,"Viernes",f
158,2015-06-07,2015,6,"Junio",2,6,"Sábado",t
159,2015-06-08,2015,6,"Junio",2,7,"Domingo",t
160,2015-06-09,2015,6,"Junio",2,8,"Lunes",f
161,2015-06-10,2015,6,"Junio",2,9,"Martes",f
162,2015-06-11,2015,6,"Junio",2,10,"Miércoles",f
163,2015-06-12,2015,6,"Junio",2,11,"Jueves",f
164,2015-06-13,2015,6,"Junio",2,12,"Viernes",f
165,2015-06-14,2015,6,"Junio",2,13,"Sábado",t
166,2015-06-15,2015,6,"Junio",2,14,"Domingo",t
167,2015-06-16,2015,6,"Junio",2,15,"Lunes",f
168,2015-06-17,2015,6,"Junio",2,16,"Martes",f
169,2015-06-18,2015,6,"Junio",2,17,"Miércoles",f
170,2015-06-19,2015,6,"Junio",2,18,"Jueves",f
171,2015-06-20,2015,6,"Junio",2,19,"Viernes",f
172,2015-06-21,2015,6,"Junio",2,20,"Sábado",t
173,2015-06-22,2015,6,"Junio",2,21,"Domingo",t
174,2015-06-23,2015,6,"Junio",2,22,"Lunes",f
175,2015-06-24,2015,6,"Junio",2,23,"Martes",f
176,2015-06-25,2015,6,"Junio",2,24,"Miércoles",f
177,2015-06-26,2015,6,"Junio",2,25,"Jueves",f
178,2015-06-27,2015,6,"Junio",2,26,"Viernes",f
179,2015-06-28,2015,6,"Junio",2,27,"Sábado",t
180,2015-06-29,2015,6,"Junio",2,28,"Domingo",t
181,2015-06-30,2015,6,"Junio",2,29,"Lunes",f
182,2015-07-01,2015,6,"Junio",2,30,"Martes",f
183,2015-07-02,2015,7,"Julio",3,1,"Miércoles",f
184,2015-07-03,2015,7,"Julio",3,2,"Jueves",f
185,2015-07-04,2015,7,"Julio",3,3,"Viernes",f
186,2015-07-05,2015,7,"Julio",3,4,"Sábado",t
187,2015-07-06,2015,7,"Julio",3,5,"Domingo",t
188,2015-07-07,2015,7,"Julio",3,6,"Lunes",f
189,2015-07-08,2015,7,"Julio",3,7,"Martes",f
190,2015-07-09,2015,7,"Julio",3,8,"Miércoles",f
191,2015-07-10,2015,7,"Julio",3,9,"Jueves",f
192,2015-07-11,2015,7,"Julio",3,10,"Viernes",f
193,2015-07-12,2015,7,"Julio",3,11,"Sábado",t
194,2015-07-13,2015,7,"Julio",3,12,"Domingo",t
195,2015-07-14,2015,7,"Julio",3,13,"Lunes",f
196,2015-07-15,2015,7,"Julio",3,14,"Martes",f
197,2015-07-16,2015,7,"Julio",3,15,"Miércoles",f
198,2015-07-17,2015,7,"Julio",3,16,"Jueves",f
199,2015-07-18,2015,7,"Julio",3,17,"Viernes",f
200,2015-07-19,2015,7,"Julio",3,18,"Sábado",t
201,2015-07-20,2015,7,"Julio",3,19,"Domingo",t
202,2015-07-21,2015,7,"Julio",3,20,"Lunes",f
203,2015-07-22,2015,7,"Julio",3,21,"Martes",f
204,2015-07-23,2015,7,"Julio",3,22,"Miércoles",f
205,2015-07-24,2015,7,"Julio",3,23,"Jueves",f
206,2015-07-25,2015,7,"Julio",3,24,"Viernes",f
207,2015-07-26,2015,7,"Julio",3,25,"Sábado",t
208,2015-07-27,2015,7,"Julio",3,26,"Domingo",t
209,2015-07-28,2015,7,"Julio",3,27,"Lunes",f
210,2015-07-29,2015,7,"Julio",3,28,"Martes",f
211,2015-07-30,2015,7,"Julio",3,29,"Miércoles",f
212,2015-07-31,2015,7,"Julio",3,30,"Jueves",f
213,2015-08-01,2015,7,"Julio",3,31,"Viernes",f
214,2015-08-02,2015,8,"Agosto",3,1,"Sábado",t
215,2015-08-03,2015,8,"Agosto",3,2,"Domingo",t
216,2015-08-04,2015,8,"Agosto",3,3,"Lunes",f
217,2015-08-05,2015,8,"Agosto",3,4,"Martes",f
218,2015-08-06,2015,8,"Agosto",3,5,"Miércoles",f
219,2015-08-07,2015,8,"Agosto",3,6,"Jueves",f
220,2015-08-08,2015,8,"Agosto",3,7,"Viernes",f
221,2015-08-09,2015,8,"Agosto",3,8,"Sábado",t
222,2015-08-10,2015,8,"Agosto",3,9,"Domingo",t
223,2015-08-11,2015,8,"Agosto",3,10,"Lunes",f
224,2015-08-12,2015,8,"Agosto",3,11,"Martes",f
225,2015-08-13,2015,8,"Agosto",3,12,"Miércoles",f
226,2015-08-14,2015,8,"Agosto",3,13,"Jueves",f
227,2015-08-15,2015,8,"Agosto",3,14,"Viernes",f
228,2015-08-16,2015,8,"Agosto",3,15,"Sábado",t
229,2015-08-17,2015,8,"Agosto",3,16,"Domingo",t
230,2015-08-18,2015,8,"Agosto",3,17,"Lunes",f
231,2015-08-19,2015,8,"Agosto",3,18,"Martes",f
232,2015-08-20,2015,8,"Agosto",3,19,"Miércoles",f
233,2015-08-21,2015,8,"Agosto",3,20,"Jueves",f
234,2015-08-22,2015,8,"Agosto",3,21,"Viernes",f
235,2015-08-23,2015,8,"Agosto",3,22,"Sábado",t
236,2015-08-24,2015,8,"Agosto",3,23,"Domingo",t
237,2015-08-25,2015,8,"Agosto",3,24,"Lunes",f
238,2015-08-26,2015,8,"Agosto",3,25,"Martes",f
239,2015-08-27,2015,8,"Agosto",3,26,"Miércoles",f
240,2015-08-28,2015,8,"Agosto",3,27,"Jueves",f
241,2015-08-29,2015,8,"Agosto",3,28,"Viernes",f
242,2015-08-30,2015,8,"Agosto",3,29,"Sábado",t
243,2015-08-31,2015,8,"Agosto",3,30,"Domingo",t
244,2015-09-01,2015,8,"Agosto",3,31,"Lunes",f
245,2015-09-02,2015,9,"Septiembre",3,1,"Martes",f
246,2015-09-03,2015,9,"Septiembre",3,2,"Miércoles",f
247,2015-09-04,2015,9,"Septiembre",3,3,"Jueves",f
248,2015-09-05,2015,9,"Septiembre",3,4,"Viernes",f
249,2015-09-06,2015,9,"Septiembre",3,5,"Sábado",t
250,2015-09-07,2015,9,"Septiembre",3,6,"Domingo",t
251,2015-09-08,2015,9,"Septiembre",3,7,"Lunes",f
252,2015-09-09,2015,9,"Septiembre",3,8,"Martes",f
253,2015-09-10,2015,9,"Septiembre",3,9,"Miércoles",f
254,2015-09-11,2015,9,"Septiembre",3,10,"Jueves",f
255,2015-09-12,2015,9,"Septiembre",3,11,"Viernes",f
256,2015-09-13,2015,9,"Septiembre",3,12,"Sábado",t
257,2015-09-14,2015,9,"Septiembre",3,13,"Domingo",t
258,2015-09-15,2015,9,"Septiembre",3,14,"Lunes",f
259,2015-09-16,2015,9,"Septiembre",3,15,"Martes",f
260,2015-09-17,2015,9,"Septiembre",3,16,"Miércoles",f
261,2015-09-18,2015,9,"Septiembre",3,17,"Jueves",f
262,2015-09-19,2015,9,"Septiembre",3,18,"Viernes",f
263,2015-09-20,2015,9,"Septiembre",3,19,"Sábado",t
264,2015-09-21,2015,9,"Septiembre",3,20,"Domingo",t
265,2015-09-22,2015,9,"Septiembre",3,21,"Lunes",f
266,2015-09-23,2015,9,"Septiembre",3,22,"Martes",f
267,2015-09-24,2015,9,"Septiembre",3,23,"Miércoles",f
268,2015-09-25,2015,9,"Septiembre",3,24,"Jueves",f
269,2015-09-26,2015,9,"Septiembre",3,25,"Viernes",f
270,2015-09-27,2015,9,"Septiembre",3,26,"Sábado",t
271,2015-09-28,2015,9,"Septiembre",3,27,"Domingo",t
272,2015-09-29,2015,9,"Septiembre",3,28,"Lunes",f
273,2015-09-30,2015,9,"Septiembre",3,29,"Martes",f
274,2015-10-01,2015,9,"Septiembre",3,30,"Miércoles",f
275,2015-10-02,2015,10,"Octubre",4,1,"Jueves",f
276,2015-10-03,2015,10,"Octubre",4,2,"Viernes",f
277,2015-10-04,2015,10,"Octubre",4,3,"Sábado",t
278,2015-10-05,2015,10,"Octubre",4,4,"Domingo",t
279,2015-10-06,2015,10,"Octubre",4,5,"Lunes",f
280,2015-10-07,2015,10,"Octubre",4,6,"Martes",f
281,2015-10-08,2015,10,"Octubre",4,7,"Miércoles",f
282,2015-10-09,2015,10,"Octubre",4,8,"Jueves",f
283,2015-10-10,2015,10,"Octubre",4,9,"Viernes",f
284,2015-10-11,2015,10,"Octubre",4,10,"Sábado",t
285,2015-10-12,2015,10,"Octubre",4,11,"Domingo",t
286,2015-10-13,2015,10,"Octubre",4,12,"Lunes",f
287,2015-10-14,2015,10,"Octubre",4,13,"Martes",f
288,2015-10-15,2015,10,"Octubre",4,14,"Miércoles",f
289,2015-10-16,2015,10,"Octubre",4,15,"Jueves",f
290,2015-10-17,2015,10,"Octubre",4,16,"Viernes",f
291,2015-10-18,2015,10,"Octubre",4,17,"Sábado",t
292,2015-10-19,2015,10,"Octubre",4,18,"Domingo",t
293,2015-10-20,2015,10,"Octubre",4,19,"Lunes",f
294,2015-10-21,2015,10,"Octubre",4,20,"Martes",f
295,2015-10-22,2015,10,"Octubre",4,21,"Miércoles",f
296,2015-10-23,2015,10,"Octubre",4,22,"Jueves",f
297,2015-10-24,2015,10,"Octubre",4,23,"Viernes",f
298,2015-10-25,2015,10,"Octubre",4,24,"Sábado",t
299,2015-10-26,2015,10,"Octubre",4,25,"Domingo",t
300,2015-10-27,2015,10,"Octubre",4,26,"Lunes",f
301,2015-10-28,2015,10,"Octubre",4,27,"Martes",f
302,2015-10-29,2015,10,"Octubre",4,28,"Miércoles",f
303,2015-10-30,2015,10,"Octubre",4,29,"Jueves",f
304,2015-10-31,2015,10,"Octubre",4,30,"Viernes",f
305,2015-11-01,2015,10,"Octubre",4,31,"Sábado",t
306,2015-11-02,2015,11,"Noviembre",4,1,"Domingo",t
307,2015-11-03,2015,11,"Noviembre",4,2,"Lunes",f
308,2015-11-04,2015,11,"Noviembre",4,3,"Martes",f
309,2015-11-05,2015,11,"Noviembre",4,4,"Miércoles",f
310,2015-11-06,2015,11,"Noviembre",4,5,"Jueves",f
311,2015-11-07,2015,11,"Noviembre",4,6,"Viernes",f
312,2015-11-08,2015,11,"Noviembre",4,7,"Sábado",t
313,2015-11-09,2015,11,"Noviembre",4,8,"Domingo",t
314,2015-11-10,2015,11,"Noviembre",4,9,"Lunes",f
315,2015-11-11,2015,11,"Noviembre",4,10,"Martes",f
316,2015-11-12,2015,11,"Noviembre",4,11,"Miércoles",f
317,2015-11-13,2015,11,"Noviembre",4,12,"Jueves",f
318,2015-11-14,2015,11,"Noviembre",4,13,"Viernes",f
319,2015-11-15,2015,11,"Noviembre",4,14,"Sábado",t
320,2015-11-16,2015,11,"Noviembre",4,15,"Domingo",t
321,2015-11-17,2015,11,"Noviembre",4,16,"Lunes",f
322,2015-11-18,2015,11,"Noviembre",4,17,"Martes",f
323,2015-11-19,2015,11,"Noviembre",4,18,"Miércoles",f
324,2015-11-20,2015,11,"Noviembre",4,19,"Jueves",f
325,2015-11-21,2015,11,"Noviembre",4,20,"Viernes",f
326,2015-11-22,2015,11,"Noviembre",4,21,"Sábado",t
327,2015-11-23,2015,11,"Noviembre",4,22,"Domingo",t
328,2015-11-24,2015,11,"Noviembre",4,23,"Lunes",f
329,2015-11-25,2015,11,"Noviembre",4,24,"Martes",f
330,2015-11-26,2015,11,"Noviembre",4,25,"Miércoles",f
331,2015-11-27,2015,11,"Noviembre",4,26,"Jueves",f
332,2015-11-28,2015,11,"Noviembre",4,27,"Viernes",f
333,2015-11-29,2015,11,"Noviembre",4,28,"Sábado",t
334,2015-11-30,2015,11,"Noviembre",4,29,"Domingo",t
335,2015-12-01,2015,11,"Noviembre",4,30,"Lunes",f
336,2015-12-02,2015,12,"Diciembre",4,1,"Martes",f
337,2015-12-03,2015,12,"Diciembre",4,2,"Miércoles",f
338,2015-12-04,2015,12,"Diciembre",4,3,"Jueves",f
339,2015-12-05,2015,12,"Diciembre",4,4,"Viernes",f
340,2015-12-06,2015,12,"Diciembre",4,5,"Sábado",t
341,2015-12-07,2015,12,"Diciembre",4,6,"Domingo",t
342,2015-12-08,2015,12,"Diciembre",4,7,"Lunes",f
343,2015-12-09,2015,12,"Diciembre",4,8,"Martes",f
344,2015-12-10,2015,12,"Diciembre",4,9,"Miércoles",f
345,2015-12-11,2015,12,"Diciembre",4,10,"Jueves",f
346,2015-12-12,2015,12,"Diciembre",4,11,"Viernes",f
347,2015-12-13,2015,12,"Diciembre",4,12,"Sábado",t
348,2015-12-14,2015,12,"Diciembre",4,13,"Domingo",t
349,2015-12-15,2015,12,"Diciembre",4,14,"Lunes",f
350,2015-12-16,2015,12,"Diciembre",4,15,"Martes",f
351,2015-12-17,2015,12,"Diciembre",4,16,"Miércoles",f
352,2015-12-18,2015,12,"Diciembre",4,17,"Jueves",f
353,2015-12-19,2015,12,"Diciembre",4,18,"Viernes",f
354,2015-12-20,2015,12,"Diciembre",4,19,"Sábado",t
355,2015-12-21,2015,12,"Diciembre",4,20,"Domingo",t
356,2015-12-22,2015,12,"Diciembre",4,21,"Lunes",f
357,2015-12-23,2015,12,"Diciembre",4,22,"Martes",f
358,2015-12-24,2015,12,"Diciembre",4,23,"Miércoles",f
359,2015-12-25,2015,12,"Diciembre",4,24,"Jueves",f
360,2015-12-26,2015,12,"Diciembre",4,25,"Viernes",f
361,2015-12-27,2015,12,"Diciembre",4,26,"Sábado",t
362,2015-12-28,2015,12,"Diciembre",4,27,"Domingo",t
363,2015-12-29,2015,12,"Diciembre",4,28,"Lunes",f
364,2015-12-30,2015,12,"Diciembre",4,29,"Martes",f
365,2015-12-31,2015,12,"Diciembre",4,30,"Miércoles",f
366,2016-01-01,2015,12,"Diciembre",4,31,"Jueves",f
367,2016-01-02,2016,1,"Enero",1,1,"Viernes",f
368,2016-01-03,2016,1,"Enero",1,2,"Sábado",t
369,2016-01-04,2016,1,"Enero",1,3,"Domingo",t
370,2016-01-05,2016,1,"Enero",1,4,"Lunes",f
371,2016-01-06,2016,1,"Enero",1,5,"Martes",f
372,2016-01-07,2016,1,"Enero",1,6,"Miércoles",f
373,2016-01-08,2016,1,"Enero",1,7,"Jueves",f
374,2016-01-09,2016,1,"Enero",1,8,"Viernes",f
375,2016-01-10,2016,1,"Enero",1,9,"Sábado",t
376,2016-01-11,2016,1,"Enero",1,10,"Domingo",t
377,2016-01-12,2016,1,"Enero",1,11,"Lunes",f
378,2016-01-13,2016,1,"Enero",1,12,"Martes",f
379,2016-01-14,2016,1,"Enero",1,13,"Miércoles",f
380,2016-01-15,2016,1,"Enero",1,14,"Jueves",f
381,2016-01-16,2016,1,"Enero",1,15,"Viernes",f
382,2016-01-17,2016,1,"Enero",1,16,"Sábado",t
383,2016-01-18,2016,1,"Enero",1,17,"Domingo",t
384,2016-01-19,2016,1,"Enero",1,18,"Lunes",f
385,2016-01-20,2016,1,"Enero",1,19,"Martes",f
386,2016-01-21,2016,1,"Enero",1,20,"Miércoles",f
387,2016-01-22,2016,1,"Enero",1,21,"Jueves",f
388,2016-01-23,2016,1,"Enero",1,22,"Viernes",f
389,2016-01-24,2016,1,"Enero",1,23,"Sábado",t
390,2016-01-25,2016,1,"Enero",1,24,"Domingo",t
391,2016-01-26,2016,1,"Enero",1,25,"Lunes",f
392,2016-01-27,2016,1,"Enero",1,26,"Martes",f
393,2016-01-28,2016,1,"Enero",1,27,"Miércoles",f
394,2016-01-29,2016,1,"Enero",1,28,"Jueves",f
395,2016-01-30,2016,1,"Enero",1,29,"Viernes",f
396,2016-01-31,2016,1,"Enero",1,30,"Sábado",t
397,2016-02-01,2016,1,"Enero",1,31,"Domingo",t
398,2016-02-02,2016,2,"Febrero",1,1,"Lunes",f
399,2016-02-03,2016,2,"Febrero",1,2,"Martes",f
400,2016-02-04,2016,2,"Febrero",1,3,"Miércoles",f
401,2016-02-05,2016,2,"Febrero",1,4,"Jueves",f
402,2016-02-06,2016,2,"Febrero",1,5,"Viernes",f
403,2016-02-07,2016,2,"Febrero",1,6,"Sábado",t
404,2016-02-08,2016,2,"Febrero",1,7,"Domingo",t
405,2016-02-09,2016,2,"Febrero",1,8,"Lunes",f
406,2016-02-10,2016,2,"Febrero",1,9,"Martes",f
407,2016-02-11,2016,2,"Febrero",1,10,"Miércoles",f
408,2016-02-12,2016,2,"Febrero",1,11,"Jueves",f
409,2016-02-13,2016,2,"Febrero",1,12,"Viernes",f
410,2016-02-14,2016,2,"Febrero",1,13,"Sábado",t
411,2016-02-15,2016,2,"Febrero",1,14,"Domingo",t
412,2016-02-16,2016,2,"Febrero",1,15,"Lunes",f
413,2016-02-17,2016,2,"Febrero",1,16,"Martes",f
414,2016-02-18,2016,2,"Febrero",1,17,"Miércoles",f
415,2016-02-19,2016,2,"Febrero",1,18,"Jueves",f
416,2016-02-20,2016,2,"Febrero",1,19,"Viernes",f
417,2016-02-21,2016,2,"Febrero",1,20,"Sábado",t
418,2016-02-22,2016,2,"Febrero",1,21,"Domingo",t
419,2016-02-23,2016,2,"Febrero",1,22,"Lunes",f
420,2016-02-24,2016,2,"Febrero",1,23,"Martes",f
421,2016-02-25,2016,2,"Febrero",1,24,"Miércoles",f
422,2016-02-26,2016,2,"Febrero",1,25,"Jueves",f
423,2016-02-27,2016,2,"Febrero",1,26,"Viernes",f
424,2016-02-28,2016,2,"Febrero",1,27,"Sábado",t
425,2016-02-29,2016,2,"Febrero",1,28,"Domingo",t
426,2016-03-01,2016,2,"Febrero",1,29,"Lunes",f
427,2016-03-02,2016,3,"Marzo",1,1,"Martes",f
428,2016-03-03,2016,3,"Marzo",1,2,"Miércoles",f
429,2016-03-04,2016,3,"Marzo",1,3,"Jueves",f
430,2016-03-05,2016,3,"Marzo",1,4,"Viernes",f
431,2016-03-06,2016,3,"Marzo",1,5,"Sábado",t
432,2016-03-07,2016,3,"Marzo",1,6,"Domingo",t
433,2016-03-08,2016,3,"Marzo",1,7,"Lunes",f
434,2016-03-09,2016,3,"Marzo",1,8,"Martes",f
435,2016-03-10,2016,3,"Marzo",1,9,"Miércoles",f
436,2016-03-11,2016,3,"Marzo",1,10,"Jueves",f
437,2016-03-12,2016,3,"Marzo",1,11,"Viernes",f
438,2016-03-13,2016,3,"Marzo",1,12,"Sábado",t
439,2016-03-14,2016,3,"Marzo",1,13,"Domingo",t
